,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
3619,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",𝓑𝓾𝔃,31133,1231,✨👑🦄 ,False,0,266,2019-07-26 10:45:16
3620,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Zaeni,39879,397,Bandung,False,0,240,2019-07-26 10:45:12
3621,Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik pada Jumat (26/7/2019) sekitar pukul 16.00 WI… https://t.co/uJ4LzNuMAh,🇲🇨,67,44,"Tarim, hadramaut Yaman",False,14,3,2019-07-26 10:45:11
3622,"Gunung Tangkuban Parahu Erupsi, Muntahkan Abu Setinggi 200 Meter
https://t.co/NdRh35t5o1",MNC NEWSROOM,148415,17062,Jakarta,True,0,0,2019-07-26 10:45:10
3623,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,ditdotss,390,89,,False,0,313,2019-07-26 10:45:09
3624,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Happyy meeee🌻,11465,258,Indonesia,False,0,240,2019-07-26 10:45:02
3625,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",Pemuda/i Desa,4762,226,"Jawa Tengah, Indonesia",False,0,146,2019-07-26 10:44:58
3626,RT @kumparan: Tinggi kolom abu erupsi kawah ratu Gunung Tangkuban Parahu sudah mencapai ± 200 meter dari atas puncak. https://t.co/ardTXtcD…,dhiah fithriani,11724,273,"Tangerang, Banten",False,0,6,2019-07-26 10:44:57
3627,"NEWS UPDATE  PETANG  : 

Gunung Tangkuban Parahu Erupsi, Ini yang Harus Diwaspadai ???

Gunung Tangkuban Parahu, Ja… https://t.co/mBR0nTlPQC",Ianselow2696,11485,258,Jakarta Indonesia,False,0,0,2019-07-26 10:44:56
3628,"RT @CNNIndonesia: Gunung Tangkuban Parahu Erupsi, Tinggi Kolom Abu 200 Meter https://t.co/G23suLaeZg",listiawan ✈️,10522,164,"West Java, Indonesia",False,0,33,2019-07-26 10:44:56
3629,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",꧁༒☯️M🄰M🄴N☯️༒꧂,9108,740,H🄾🅄🅂🄴 🅂🄴🄻🄺🄴🅁 ,False,0,198,2019-07-26 10:44:55
3630,"Gunung Tangkuban Parahu Erupsi, Wisatawan Dilarang Mendekat ke Kawah https://t.co/0T44g2lvjG via @TribunTravel",TRIBUNnews.com,587819,768154,Indonesia,False,4,1,2019-07-26 10:44:44
3631,Erupsi masih berlangsung https://t.co/61MqyJNnMd,IDN Times,100872,381589,,True,1,1,2019-07-26 10:44:43
3632,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",WongJateng Garis Lucu,612,371,,False,0,266,2019-07-26 10:44:41
3633,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,Tri Dharma Persada Sagala,11,12,"Kota Bandung, Jawa Barat",False,0,313,2019-07-26 10:44:36
3634,"https://t.co/WgJgaXQp9F
#TangkubanParahu #bandungbarat #JawaBarat #Erupsi #GunungMeletus  #localtoviral #kalimantan… https://t.co/1D8CtuSlbw",TribunKaltim.co,222566,27703,Balikpapan. Indonesia,False,0,0,2019-07-26 10:44:34
3635,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",DIE,171,17,,False,0,266,2019-07-26 10:44:33
3636,Semoga erupsi Gunung Tangkuban Parahu tidak berlanjut. Stay safe yg di lembang dan sekitarnya 🙏,Kindertjoy,2470,73,"Bandung, Jawa Barat",False,0,0,2019-07-26 10:44:28
3637,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",LANG,17085,730,Kudus Indonesia,False,0,266,2019-07-26 10:44:28
3638,"Gunung Tangkuban Parahu Erupsi, Wisatawan Dilarang Mendekat ke Kawah https://t.co/Clz7Z09JV1 via @TribunTravel",Tribun Travel,18196,1344,"Jakarta, Indonesia",False,0,1,2019-07-26 10:44:27
3639,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,d,6182,45,,False,0,562,2019-07-26 10:44:21
3640,"RT @OppositeNewsID: BREAKING NEWS.‼️

Harap berhati2 bagi warga Jawa Barat, kalau bisa segera mengungsi..!

Gunung Tangkuban Parahu erupsi…",Bandar Jengkol,5290,169,,False,0,72,2019-07-26 10:44:20
3641,"RT @OppositeNewsID: BREAKING NEWS.‼️

Harap berhati2 bagi warga Jawa Barat, kalau bisa segera mengungsi..!

Gunung Tangkuban Parahu erupsi…",Salsa🐰 || #TimeOfOurLife,38824,2301,"Hurt Road, blok 121U",False,0,72,2019-07-26 10:44:16
3642,"Barusan wali kelas ngirim video ini tadinya ga mau buka , tapi pas liat berita erupsi gunung tangkuban parahu astag… https://t.co/txBnQKyxtL",selaaa🌟what a life,4988,252,asddgfllapwmx,False,2,0,2019-07-26 10:44:16
3643,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Mas Pang,238,39,,False,0,266,2019-07-26 10:44:11
3644,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",silatipakisme,6760,266,Earth 666,False,0,266,2019-07-26 10:44:09
3645,"Gunung Tangkuban Parahu Erupsi. Waspada!!!
https://t.co/pBqQ4HFK6p",Fahmi Faqih,680,26,"Tanger Médina, Royaume du Maro",False,0,0,2019-07-26 10:44:07
3646,RT @Heri_ESENSI: Gunung Tangkuban Parahu Erupsi https://t.co/OlODv5JPXm,Welly Shergy V.,3878,239,Bandung,False,0,17,2019-07-26 10:44:07
3647,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Mantan.,39516,4267,+62293,False,0,198,2019-07-26 10:44:03
3648,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Kris_,427,14,Klaten jateng ,False,0,198,2019-07-26 10:44:02
3649,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Achmad Syarif,965,150,"Ciracas, Indonesia",False,0,266,2019-07-26 10:44:01
3650,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",begin,10682,419,"DKI Jakarta, Indonesia",False,0,240,2019-07-26 10:44:00
3651,RT @idntimes: Abu vulkanik Gunung Tangkuban Parahu setinggi 200 meter https://t.co/dalcpaJbnr,piye?,9611,131,sebelah pantura,False,0,11,2019-07-26 10:43:58
3652,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Dewi faradhika,29394,304,Indonesia,False,0,266,2019-07-26 10:43:56
3653,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",𝖆𝖚𝖋𝖋𝖈𝖐,2982,32,"Sleman, Indonesia",False,0,198,2019-07-26 10:43:50
3654,RT @Heri_ESENSI: Gunung Tangkuban Parahu Erupsi https://t.co/OlODv5JPXm,Penunjuk,9483,183,"Yogyakarta, Indonesia",False,0,17,2019-07-26 10:43:44
3655,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",jawa metal,1641,55,Cikoplok,False,0,266,2019-07-26 10:43:42
3656,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,Fransisca Sari,64777,1250,"Yogyakarta, Indonesia",False,0,313,2019-07-26 10:43:40
3657,Kok yang videoin bukannya lari sih? Kalau yang pernah ke Tangkuban Perahu pasti tahu jalur turun kendaraan walau le… https://t.co/HoJ2BhWRWA,Negeri Kita Sendiri,33098,9348,"Jakarta, Indonesia",False,2,1,2019-07-26 10:43:39
3658,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",M E N G,35854,883,"Surabaya, North Sector",False,0,266,2019-07-26 10:43:37
3659,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Rosyidifirdaus,4639,781,Malang,False,0,266,2019-07-26 10:43:35
3660,"Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter https://t.co/CZPrAycW5D",Akuratco,250115,8338,"DKI Jakarta, Indonesia",False,0,0,2019-07-26 10:43:35
3661,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Didit,12509,70,SOC,False,0,266,2019-07-26 10:43:34
3662,RT @AhmadSatrio3: Gunung Tangkuban Parahu baru saja meletus. Stay safe buat semua wargi Bandung dan sekitarnya. My prayers are within you a…,ZAA MAU KETEMU DOWOON😭,13848,86,,False,0,49,2019-07-26 10:43:31
3663,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",RizkyAndy,1942,36,,False,0,266,2019-07-26 10:43:31
3664,RT @SINDOnews: Efek erupsi Gunung Tangkuban Parahu @BNPB_Indonesia  kiriman pembaca https://t.co/wkp2y7ClCc,Khaerudin sodiq,3416,77,,False,0,97,2019-07-26 10:43:29
3665,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Kiki,8372,370,,False,0,266,2019-07-26 10:43:16
3666,Gunung Tangkuban Parahu baru saja meletus. Stay safe buat semua wargi Bandung dan sekitarnya. My prayers are within… https://t.co/CPrUYG4zQ8,Rio,834,2769,Jakarta Capital Region,False,79,49,2019-07-26 10:43:16
3667,Gunung Tangkuban Parahu erupsi :( stay safe yang lagi di sekitar sana terutama yang di subang :(,Atas nama siapa?,3144,550,,False,0,0,2019-07-26 10:43:15
3668,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Theresia Alit,8457,236,"Yogyakarta, Indonesia",False,0,198,2019-07-26 10:43:14
3669,"RT @MauludiMukti: https://t.co/brJZGQ7JNI

🤲🏻 https://t.co/O62bug6hC3",F.M Fauzi,7040,308,"Paris, France",False,0,1,2019-07-26 10:43:09
3670,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Tuanridwan,27226,416,Heaven,False,0,240,2019-07-26 10:43:05
3671,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",emang bener?,27079,435,emang?,False,0,266,2019-07-26 10:43:02
3672,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,Nining,7,0,,False,0,313,2019-07-26 10:43:02
3673,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",Dim!,9129,103,Bandung,False,0,146,2019-07-26 10:43:00
3674,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,ule,623,7,,False,0,313,2019-07-26 10:42:56
3675,"RT @tribunnews: VIDEO dan Foto Gunung Tangkuban Parahu Erupsi, Semburan Menjulang Pekat

#bandung #tangkubanPerahu #tangkubanparahu #Berita…",IamHell,4801,117,Earth,False,0,5,2019-07-26 10:42:48
3676,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",ᮛᮤᮏᮔᮤ ᮚᮥᮞᮥᮕ᮪,8702,282,Jakartans.,False,0,240,2019-07-26 10:42:48
3677,"[BREAKINEWS]
Innalillaahi, Gunung Tangkuban Parahu Lembang Erupsi Hari Ini: Terjadi Gempa Vulkanik Kecil &amp; Semburan Abu Vulkanik.",Kiki Rudiansyah,4977,510,Bandung,False,0,1,2019-07-26 10:42:47
3678,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,c,20837,341,Belakangmu,False,0,313,2019-07-26 10:42:46
3679,"Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena s… https://t.co/m8cdfJwcBE",NEG,62583,151318,Indonesia,False,190,266,2019-07-26 10:42:46
3680,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Aѕαdα Sιηση,39052,1097,The World of Graphic Design,False,0,240,2019-07-26 10:42:44
3681,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,Nikmah Aprilianty,19636,404,"Bandung , Indonesia",False,0,313,2019-07-26 10:42:44
3682,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,Fira,56141,797,,False,0,562,2019-07-26 10:42:42
3683,Gunung Tangkuban Parahu Erupsi Lihat Video Amatirnya https://t.co/XSLhxwtpBo https://t.co/XCZJGBGAIC,WARTALIKA NEWS,2583,47,"DKI Jakarta, Indonesia",False,0,0,2019-07-26 10:42:38
3684,#Nasional #Erupsi #TangkubanParahu Gunung Tangkuban Parahu Erupsi https://t.co/fb1JFvsOvB,sulselsatu.com,30599,583,"South Sulawesi, Indonesia",False,0,0,2019-07-26 10:42:38
3685,"RT @GunturLaksana7: @seterahdeh Sdikit info, erupsi gunung tangkuban parahu 
Lokasi lembang jawabarat https://t.co/0ycgWM0Z52",𝒔𝒚𝒆𝒓,30098,1011,samarinda,False,0,19,2019-07-26 10:42:33
3686,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,AnneMoss,6767,312,"Surakarta ,solo    ",False,0,313,2019-07-26 10:42:32
3687,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",f a j a r,23291,551,Cirebon-Jawa Barat-Indonesia,False,0,240,2019-07-26 10:42:30
3688,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",NadiraFatimaGhassani,21802,479,,False,0,240,2019-07-26 10:42:29
3689,"Gunung Tangkuban Parahu Erupsi, Begini Kesaksian Warga Sukabumi https://t.co/FT0djQz4JU",Radar Sukabumi,35448,5668,"Sukabumi, Indonesia",False,0,0,2019-07-26 10:42:28
3690,"Tangkuban Parahu :
2084 mdpl Stratovulcano dengan pusat erupsi yang berpindah berarah Timur-Barat. Diyakini sebagai… https://t.co/OWEFuTVfSN",Tulus,3039,140,,False,2,0,2019-07-26 10:42:27
3691,RT @idntimes: Abu vulkanik Gunung Tangkuban Parahu setinggi 200 meter https://t.co/dalcpaJbnr,Thesa nur annisa,2437,304,SEOUL,False,0,11,2019-07-26 10:42:26
3692,"Erupsi Gunung Tangkuban Parahu
26 Juli 2019
Pukul 15.48 WIB
Tinggi kolom letusan kl. 200 m
Warna abu-abu tebal

Sum… https://t.co/UD8QEFPMja",Rika Shears,45709,506,,False,0,0,2019-07-26 10:42:24
3693,RT @antaranews: Gunung Tangkuban Parahu erupsi https://t.co/xBiyinC1xh,ketty kentarsih,6075,80,"ÜT: -6.2782481,106.7399233",False,0,8,2019-07-26 10:42:22
3694,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",darus,1483,193,di kamar,False,0,146,2019-07-26 10:42:21
3695,Gunung tangkuban parahu erupsi. Semoga sodara2 kita yang tinggal di sekitarnya baik2 saja dan diberikan keselamatan.,eriko,3705,84,di dalem goa.,False,0,0,2019-07-26 10:42:14
3696,gunung tangkuban parahu erupsi yaAllah sieun :(,nad.,13159,1219,Bandung.,False,0,0,2019-07-26 10:42:13
3697,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,Vibbyyyyyy🍃,22966,1933,"Bandung, Indonesia",False,0,562,2019-07-26 10:42:11
3698,RT @SINDOnews: Efek erupsi Gunung Tangkuban Parahu @BNPB_Indonesia  kiriman pembaca https://t.co/wkp2y7ClCc,zeny silvia futri,27,71,Bandung barat,False,0,97,2019-07-26 10:42:05
3699,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,silvia rizka,10667,382,Bandung,False,0,313,2019-07-26 10:42:01
3700,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",orang beruntung,1154,153,"Malang, Jawa Timur",False,0,240,2019-07-26 10:42:00
3701,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Vkook,21,8,"Bandung, Jawa Barat",False,0,240,2019-07-26 10:41:53
3702,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,原彬Wahyu,39549,512,Indonesia,False,0,313,2019-07-26 10:41:51
3703,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",pisangbakarkeju,5580,153,"ÜT: -6.9404,107.74599",False,0,240,2019-07-26 10:41:50
3704,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,astria🐾,11085,1837,"District9, city jungle ",False,0,313,2019-07-26 10:41:48
3705,"Gunung Tangkuban Parahu Erupsi, Pengunjung Panik. Lihat Videonya! https://t.co/MOvmBKQGb5",Radar Bogor,14257,970,"Bogor, West Java",False,0,0,2019-07-26 10:41:47
3706,"Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter! https://t.co/frUBTjvSSM",Radar Bogor,14257,970,"Bogor, West Java",False,0,1,2019-07-26 10:41:45
3707,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",dii 🐢🐯,25845,599,Indonesia,False,0,240,2019-07-26 10:41:43
3708,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",kang nyarekan batur,641,44,Indonesia,False,0,240,2019-07-26 10:41:43
3709,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,marpi,54279,791,Yogyakaraya,False,0,562,2019-07-26 10:41:42
3710,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",kookiiewijin qwerty,3544,85,,False,0,240,2019-07-26 10:41:37
3711,Erupsi gunung tangkuban parahu https://t.co/ppuvSpLMcs,pejuy —jfb🌙,231446,8333,non-dating;nsfw,False,0,0,2019-07-26 10:41:35
3712,"RT @mediaindonesia: #BreakingNews Gunung Tangkuban Parahu di Kabupaten Bandung Barat, Jawa Barat, erupsi, Jumat pukul 15.48 WIB dengan ting…",IamHell,4801,117,Earth,False,0,18,2019-07-26 10:41:32
3713,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",Oka Akhsan,19037,519,Indonesia,False,0,146,2019-07-26 10:41:30
3714,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",miss j,50966,471,"Bandung, West Java, Indonesia.",False,0,240,2019-07-26 10:41:29
3715,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,zi,2722,1373,"Bandung, Jawa Barat",False,0,562,2019-07-26 10:41:28
3716,"UKT NAMBAH
GUNUNG TANGKUBAN PARAHU ERUPSI 🌋🌋🌋",Trie Oktaviani,23493,688,Bandung,False,1,0,2019-07-26 10:41:27
3717,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Kianaaa,1370,28,Indonesia,False,0,240,2019-07-26 10:41:18
3718,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",˙ʞılɐqǝʞ ıpɐɾ uɐʞ ɥnʇ,2162,77,"Bandung, Indonesia",False,0,240,2019-07-26 10:41:18
3719,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",robotik,1880,112,indonesia,False,0,146,2019-07-26 10:41:15
3720,RT @tribunnews: BREAKING NEWS: Gunung Tangkuban Parahu Erupsi https://t.co/QxkKzrFGTJ via @tribunnews,Marschal Nhadyaz .FS,23440,2049,"Jakarta Selatan, DKI Jakarta",False,0,21,2019-07-26 10:41:09
3721,"RT @PRFMnews: 17.17: RT @SayaChevi: Erupsi Gunung Tangkuban Parahu. Foto diambil dari lapangan sepakbola Denkavkud Kavaleri, Parongpong. ht…",Rahman Ismail,1317,127,,False,0,28,2019-07-26 10:41:08
3722,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",tri_H,119,40,"Sleman, Indonesia",False,0,240,2019-07-26 10:41:07
3723,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",cece sudrajat,333,114,Indonesia,False,0,240,2019-07-26 10:41:04
3724,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Orde,9990,295,Desa Wisata Pulewulung,False,0,198,2019-07-26 10:41:02
3725,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,Gokong Tampan,8557,470,"Bandung, Jawa Barat",False,0,562,2019-07-26 10:40:58
3726,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",nam,19794,319,,False,0,240,2019-07-26 10:40:57
3727,"RT @mediaindonesia: #BreakingNews Gunung Tangkuban Parahu di Kabupaten Bandung Barat, Jawa Barat, erupsi, Jumat pukul 15.48 WIB dengan ting…",Nrl 🇮🇩,1730,84,Indonesia,False,0,18,2019-07-26 10:40:57
3728,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,Edwin Ouellet,77920,597,"Bandung, West Java",False,0,562,2019-07-26 10:40:53
3729,"RT @chenginsom33: Dpt dri grup wa

Innalillahi,,, gunung tangkuban parahu, mdh""n teu aya korban jiwa 🙏

#tangkubanparahu #erupsi #BMKG #mel…",MamangDai,14,3,"Bandung, Jawa Barat",False,0,3,2019-07-26 10:40:53
3730,"RT @chenginsom33: Dpt dri grup wa

Innalillahi,,, gunung tangkuban parahu, mdh""n teu aya korban jiwa 🙏

#tangkubanparahu #erupsi #BMKG #mel…",R,16075,594,#day6,False,0,3,2019-07-26 10:40:52
3731,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",army 💜 💜 💜,6696,32,,False,0,240,2019-07-26 10:40:51
3732,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",🍃,19563,441,Jkt-Bdg,False,0,146,2019-07-26 10:40:51
3733,"Meski Erupsi, Status Gunung Tangkuban Parahu Masih Normal 

https://t.co/r9uTOpHA2g",Tukang Ngopi,110345,4595,warkop sebelah,False,0,0,2019-07-26 10:40:50
3734,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",iyans_shoemaker,2653,156,"ÜT: -6.9544046,107.5911082",False,0,240,2019-07-26 10:40:50
3735,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,W U L A N,29879,931,"Wonogiri, Indonesia",False,0,562,2019-07-26 10:40:47
